#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
14 54148.38448 18.004 0.030
14 54150.50407 17.954 0.027
14 54152.43263 18.010 0.029
14 54156.51729 18.249 0.030
14 54161.43534 18.681 0.056
14 54166.44670 18.829 0.060
14 54168.48641 18.946 0.038
14 54169.47940 19.115 0.055
14 54178.22178 19.669 0.084
sn07R
2 54134.37919 17.084 0.034
2 54136.43792 17.272 0.027
2 54139.19186 17.565 0.019
2 54141.16076 17.771 0.021
2 54142.32411 17.953 0.024
2 54144.15572 18.253 0.032
2 54149.14626 18.966 0.052
2 54152.21734 19.240 0.057
2 54153.14628 19.380 0.076
2 54154.20317 19.334 0.082
2 54166.13949 19.888 0.113
3 54129.25843 16.813 0.072
3 54134.37617 16.977 0.026
3 54136.43490 17.012 0.019
3 54138.14936 17.133 0.015
3 54139.18885 17.200 0.021
3 54140.23971 17.306 0.022
3 54142.32109 17.461 0.021
3 54144.15271 17.550 0.021
3 54148.12326 17.825 0.026
3 54149.14324 17.957 0.023
3 54150.30367 17.980 0.043
3 54152.21434 18.115 0.031
3 54153.14328 18.243 0.031
3 54154.20015 18.272 0.035
3 54161.15758 18.695 0.086
3 54166.13648 19.103 0.070
13 54129.25612 16.689 0.051
13 54134.37384 17.147 0.023
13 54136.43258 17.075 0.020
13 54138.14705 17.202 0.017
13 54139.18652 17.394 0.025
13 54140.23741 17.403 0.019
13 54141.15546 17.476 0.029
13 54142.31878 17.572 0.026
13 54144.15039 17.632 0.023
13 54148.12095 17.746 0.025
13 54149.14094 17.647 0.021
13 54150.30135 17.966 0.052
13 54153.14095 17.837 0.026
13 54154.19784 17.953 0.026
13 54160.16897 18.397 0.047
13 54162.19668 18.522 0.072
13 54166.13417 18.450 0.055
13 54166.23771 18.676 0.054
14 54129.25381 17.137 0.087
14 54136.43027 17.699 0.028
14 54138.14475 17.908 0.029
14 54139.18421 17.946 0.064
14 54140.23508 18.209 0.053
14 54142.31646 18.268 0.043
14 54144.14809 18.243 0.045
14 54148.11865 18.090 0.036
14 54150.29905 18.109 0.071
14 54152.20972 18.020 0.033
14 54153.13861 17.944 0.033
14 54154.19552 17.986 0.035
14 54160.16666 18.674 0.068
14 54162.19436 18.782 0.095
14 54163.15686 18.683 0.103
14 54166.13186 18.841 0.065
14 54166.23539 18.804 0.062
sn07S
2 54137.41096 16.201 0.019
2 54138.23831 16.133 0.018
2 54138.30468 16.112 0.022
2 54139.32789 16.045 0.018
2 54140.34855 15.982 0.016
2 54140.41382 15.993 0.018
2 54141.21907 15.957 0.015
2 54141.23737 15.977 0.020
2 54142.31181 15.922 0.016
2 54143.31802 15.929 0.015
2 54143.33095 15.921 0.015
2 54148.22826 16.042 0.015
2 54150.33427 16.125 0.016
2 54152.28980 16.238 0.015
2 54153.23641 16.307 0.016
2 54153.34244 16.299 0.016
2 54154.28808 16.370 0.016
2 54156.35032 16.561 0.016
2 54157.19764 16.648 0.019
2 54158.27004 16.711 0.018
2 54158.28339 16.754 0.017
2 54166.18826 17.481 0.022
2 54168.35676 17.662 0.022
2 54170.18098 17.826 0.022
2 54174.14528 18.101 0.026
2 54176.18008 18.191 0.032
2 54178.15389 18.393 0.025
2 54185.15321 18.915 0.054
2 54187.16529 18.924 0.176
2 54194.22885 19.066 0.056
2 54195.14154 19.129 0.054
2 54196.18476 18.996 0.040
2 54198.23398 19.053 0.043
2 54202.16648 19.030 0.045
2 54204.15392 19.075 0.049
2 54209.23189 19.352 0.058
2 54210.19363 19.314 0.051
2 54212.16205 19.194 0.056
2 54226.20937 19.709 0.111
2 54233.18716 19.705 0.076
3 54137.40794 15.864 0.014
3 54138.23530 15.829 0.019
3 54138.30166 15.807 0.018
3 54139.32488 15.710 0.016
3 54139.39188 15.730 0.018
3 54140.34554 15.640 0.014
3 54140.41081 15.641 0.013
3 54141.21604 15.595 0.012
3 54141.23435 15.639 0.020
3 54142.30880 15.565 0.016
3 54143.31500 15.552 0.013
3 54143.32794 15.540 0.013
3 54148.22525 15.534 0.012
3 54150.33125 15.579 0.013
3 54152.28681 15.649 0.013
3 54153.23340 15.691 0.013
3 54153.33943 15.696 0.014
3 54154.28506 15.750 0.013
3 54156.34731 15.863 0.014
3 54157.19463 15.915 0.013
3 54158.26701 15.988 0.014
3 54158.28037 16.002 0.016
3 54165.40281 16.366 0.020
3 54166.18525 16.382 0.018
3 54166.27799 16.392 0.018
3 54168.35375 16.453 0.015
3 54170.17797 16.549 0.014
3 54174.14227 16.714 0.017
3 54176.17706 16.801 0.017
3 54178.15087 16.918 0.016
3 54185.15018 17.335 0.023
3 54186.15142 17.442 0.058
3 54187.16228 17.334 0.040
3 54193.28369 17.588 0.024
3 54194.22583 17.635 0.023
3 54195.13852 17.646 0.047
3 54196.18176 17.685 0.020
3 54198.23098 17.756 0.021
3 54202.16347 17.815 0.029
3 54204.15090 17.848 0.021
3 54209.22885 18.030 0.026
3 54210.19063 18.028 0.023
3 54212.15905 18.091 0.028
3 54221.21250 18.283 0.073
3 54226.20638 18.434 0.041
3 54233.18414 18.589 0.062
3 54239.18569 18.796 0.043
3 54252.14831 19.063 0.102
13 54137.40564 15.760 0.019
13 54138.23299 15.703 0.017
13 54138.29934 15.691 0.018
13 54139.32256 15.620 0.015
13 54139.38956 15.592 0.016
13 54140.34324 15.571 0.016
13 54140.40848 15.549 0.015
13 54141.21374 15.532 0.015
13 54141.23206 15.534 0.018
13 54142.30648 15.485 0.019
13 54143.31270 15.459 0.015
13 54143.32564 15.447 0.015
13 54148.22294 15.424 0.014
13 54149.19710 15.530 0.032
13 54150.32893 15.464 0.015
13 54152.28450 15.547 0.015
13 54153.23109 15.611 0.014
13 54153.33713 15.613 0.015
13 54154.28274 15.683 0.016
13 54156.34499 15.817 0.016
13 54157.19233 15.861 0.015
13 54158.26469 15.920 0.018
13 54158.27804 15.940 0.019
13 54165.40049 16.223 0.027
13 54166.18294 16.135 0.020
13 54166.27567 16.146 0.016
13 54168.35143 16.168 0.016
13 54170.17567 16.193 0.015
13 54174.13995 16.320 0.018
13 54176.17473 16.307 0.020
13 54178.14855 16.465 0.015
13 54185.14787 16.900 0.017
13 54186.14911 16.976 0.039
13 54187.15998 16.944 0.028
13 54193.28139 17.261 0.017
13 54194.22352 17.304 0.021
13 54195.20718 17.329 0.044
13 54196.17943 17.357 0.017
13 54196.26656 17.436 0.042
13 54198.22868 17.394 0.020
13 54202.16112 17.538 0.024
13 54204.14859 17.586 0.020
13 54209.22655 17.759 0.024
13 54210.18829 17.780 0.020
13 54212.15674 17.874 0.023
13 54221.21017 18.063 0.048
13 54226.20406 18.239 0.030
13 54233.18183 18.442 0.037
13 54239.18267 18.588 0.034
13 54252.14529 18.982 0.071
14 54137.40331 15.861 0.018
14 54138.23068 15.922 0.037
14 54138.29702 15.825 0.019
14 54139.32025 15.848 0.035
14 54139.38726 15.776 0.019
14 54140.34091 15.763 0.018
14 54140.40617 15.764 0.021
14 54141.21141 15.750 0.021
14 54141.22973 15.755 0.017
14 54142.30415 15.769 0.018
14 54143.31038 15.782 0.016
14 54143.32333 15.758 0.017
14 54148.22063 15.909 0.016
14 54150.32663 15.972 0.017
14 54152.28219 16.066 0.016
14 54153.22878 16.144 0.015
14 54153.33483 16.136 0.018
14 54154.28043 16.217 0.020
14 54156.34269 16.392 0.018
14 54157.19001 16.426 0.018
14 54158.26237 16.488 0.018
14 54158.27573 16.499 0.017
14 54160.25617 16.478 0.029
14 54165.39816 16.564 0.027
14 54166.18063 16.526 0.025
14 54166.27336 16.501 0.019
14 54168.34912 16.470 0.021
14 54170.17336 16.403 0.020
14 54174.13765 16.361 0.019
14 54176.17241 16.396 0.021
14 54178.14625 16.443 0.017
14 54185.14556 16.841 0.022
14 54186.14679 16.805 0.042
14 54193.27906 17.268 0.022
14 54194.22121 17.331 0.019
14 54195.13389 17.330 0.029
14 54196.17713 17.409 0.026
14 54198.22638 17.453 0.022
14 54202.15880 17.613 0.024
14 54204.14627 17.677 0.027
14 54209.22422 17.840 0.034
14 54210.18598 17.890 0.022
14 54212.15443 17.954 0.025
14 54221.20788 18.221 0.056
14 54226.20176 18.435 0.046
14 54233.17948 18.718 0.057
14 54239.17968 18.733 0.051
14 54252.14227 19.213 0.062
sn07ae
2 54157.53713 18.048 0.031
2 54159.52503 18.117 0.026
2 54160.50541 18.197 0.051
2 54161.51197 18.332 0.054
2 54166.50411 18.649 0.054
2 54169.52142 18.934 0.046
2 54170.49045 19.103 0.052
2 54191.50178 20.255 0.277
3 54157.53413 17.885 0.021
3 54159.52201 17.958 0.024
3 54160.50240 17.961 0.041
3 54161.50895 18.009 0.039
3 54162.49594 17.968 0.062
3 54165.50605 18.180 0.067
3 54166.50109 18.187 0.035
3 54169.51841 18.370 0.029
3 54170.48675 18.523 0.036
3 54186.48988 19.238 0.119
3 54191.49808 19.623 0.085
3 54193.40593 19.909 0.151
3 54193.50733 19.872 0.141
3 54199.49427 20.110 0.185
3 54214.42137 20.293 0.131
13 54157.53182 17.850 0.021
13 54159.51970 17.927 0.023
13 54160.50009 17.986 0.037
13 54162.49365 18.017 0.045
13 54165.50373 18.137 0.044
13 54166.49877 18.216 0.024
13 54169.51610 18.431 0.028
13 54170.48373 18.454 0.027
13 54186.48689 18.729 0.049
13 54191.49506 19.088 0.050
13 54193.50432 19.345 0.093
13 54194.35119 19.226 0.090
13 54196.47678 19.396 0.078
13 54199.48986 19.584 0.076
13 54214.41694 19.972 0.066
14 54157.52952 18.472 0.042
14 54159.51738 18.521 0.042
14 54161.50434 18.572 0.053
14 54165.50140 18.778 0.076
14 54166.49647 19.010 0.099
14 54169.51379 19.159 0.088
14 54170.48071 19.254 0.092
14 54186.48385 18.831 0.094
14 54191.49204 19.326 0.094
14 54193.50131 19.429 0.128
14 54194.34818 19.517 0.074
14 54196.47237 19.809 0.094
14 54199.48545 19.847 0.094
sn07af
2 54162.36848 14.941 0.023
2 54165.45978 14.039 0.027
2 54168.45751 13.573 0.026
2 54169.46545 13.478 0.016
2 54170.37344 13.406 0.014
2 54170.37712 13.415 0.013
2 54170.38076 13.409 0.013
2 54171.34399 13.350 0.013
2 54171.34766 13.346 0.011
2 54171.35131 13.344 0.012
2 54172.34891 13.326 0.015
2 54174.41378 13.286 0.013
2 54175.46784 13.275 0.020
2 54176.42564 13.322 0.012
2 54177.38465 13.329 0.024
2 54179.47523 13.489 0.012
2 54185.31024 14.023 0.018
2 54188.28732 14.351 0.015
2 54189.37716 14.481 0.013
2 54190.36034 14.616 0.014
2 54197.33398 15.318 0.018
2 54198.27215 15.370 0.016
2 54199.43730 15.477 0.016
2 54201.33516 15.562 0.018
2 54206.43273 16.062 0.022
2 54207.37802 16.052 0.023
2 54207.38101 16.063 0.022
2 54207.38393 16.051 0.023
2 54208.34182 16.088 0.028
2 54208.34480 16.082 0.029
2 54208.34776 16.103 0.034
2 54209.41998 16.126 0.033
2 54209.42296 16.146 0.033
2 54209.42591 16.127 0.034
2 54213.33678 16.281 0.033
2 54214.32772 16.335 0.035
2 54216.44317 16.384 0.035
2 54217.26137 16.461 0.020
2 54226.39896 16.558 0.060
2 54232.38610 16.663 0.035
2 54234.35793 16.679 0.030
2 54239.36012 16.766 0.035
2 54244.27080 16.853 0.037
2 54256.26895 17.001 0.034
2 54259.27421 17.019 0.036
2 54260.31830 17.075 0.036
2 54265.29138 17.116 0.036
2 54266.27071 17.149 0.049
2 54267.24113 17.142 0.050
2 54272.22624 17.220 0.049
2 54273.23357 17.199 0.042
2 54276.24986 17.301 0.084
2 54281.19061 17.319 0.099
2 54285.18086 17.433 0.083
2 54292.23849 17.536 0.058
3 54162.36547 14.832 0.010
3 54163.46102 14.489 0.009
3 54163.48053 14.467 0.010
3 54164.43175 14.235 0.010
3 54165.45677 14.010 0.009
3 54168.45451 13.548 0.014
3 54169.46243 13.452 0.017
3 54170.37043 13.390 0.009
3 54171.34096 13.328 0.010
3 54172.34591 13.285 0.011
3 54174.41252 13.227 0.009
3 54175.46655 13.207 0.013
3 54176.42331 13.218 0.010
3 54177.38233 13.223 0.016
3 54179.47291 13.276 0.012
3 54185.30791 13.554 0.015
3 54188.28499 13.741 0.009
3 54189.37485 13.813 0.010
3 54190.35801 13.860 0.021
3 54191.45834 13.958 0.023
3 54192.39183 14.016 0.023
3 54193.43040 14.057 0.015
3 54196.36583 14.230 0.014
3 54198.26981 14.313 0.013
3 54199.43500 14.386 0.014
3 54201.32988 14.499 0.016
3 54206.43042 14.828 0.019
3 54207.37572 14.909 0.020
3 54208.33951 14.964 0.020
3 54209.41767 15.019 0.020
3 54213.33448 15.202 0.023
3 54214.32542 15.233 0.021
3 54216.44086 15.325 0.024
3 54217.25905 15.358 0.021
3 54219.34224 15.417 0.022
3 54226.39665 15.598 0.025
3 54234.35564 15.796 0.021
3 54236.33711 15.846 0.021
3 54239.35780 15.922 0.021
3 54240.36027 15.945 0.024
3 54244.26059 16.069 0.024
3 54247.29090 16.112 0.034
3 54252.36319 16.215 0.036
3 54253.30444 16.280 0.035
3 54256.26593 16.342 0.034
3 54259.27119 16.450 0.035
3 54260.31529 16.441 0.032
3 54265.28837 16.547 0.031
3 54266.26767 16.589 0.034
3 54267.23813 16.594 0.040
3 54272.22324 16.711 0.034
3 54273.23054 16.763 0.035
3 54276.24684 16.787 0.053
3 54278.21027 16.856 0.081
3 54281.18762 16.944 0.044
3 54285.17785 17.021 0.046
3 54290.14911 17.136 0.054
3 54292.23548 17.151 0.065
13 54162.36315 14.752 0.012
13 54163.45870 14.410 0.011
13 54163.47821 14.405 0.010
13 54164.42944 14.176 0.011
13 54165.45447 13.942 0.010
13 54168.45220 13.511 0.018
13 54169.46012 13.419 0.013
13 54170.36811 13.386 0.019
13 54171.33866 13.329 0.012
13 54172.34358 13.287 0.014
13 54174.41159 13.263 0.011
13 54175.46562 13.265 0.015
13 54176.42170 13.240 0.013
13 54177.38071 13.249 0.013
13 54179.47128 13.306 0.014
13 54185.30630 13.682 0.012
13 54188.28339 13.845 0.011
13 54190.35639 13.917 0.016
13 54191.45672 13.949 0.020
13 54196.36421 14.024 0.013
13 54198.26819 14.074 0.015
13 54199.43339 14.129 0.019
13 54201.32826 14.190 0.011
13 54206.42880 14.526 0.012
13 54207.37411 14.626 0.011
13 54209.41605 14.754 0.012
13 54213.33288 14.965 0.013
13 54214.32380 15.001 0.012
13 54216.43924 15.121 0.017
13 54219.34062 15.212 0.018
13 54226.39505 15.465 0.019
13 54232.38215 15.637 0.016
13 54234.35403 15.706 0.023
13 54236.33547 15.763 0.022
13 54237.31550 15.822 0.028
13 54239.35617 15.865 0.023
13 54240.35865 15.900 0.024
13 54244.25898 16.036 0.024
13 54244.26686 16.050 0.029
13 54247.28859 16.136 0.026
13 54251.34543 16.275 0.027
13 54252.36088 16.271 0.027
13 54253.30214 16.345 0.031
13 54256.26362 16.420 0.025
13 54259.26889 16.481 0.022
13 54260.31298 16.524 0.025
13 54265.28605 16.703 0.024
13 54266.26537 16.718 0.026
13 54267.23580 16.743 0.029
13 54272.22093 16.884 0.034
13 54273.22824 16.933 0.034
13 54278.20793 17.083 0.036
13 54278.26145 17.085 0.037
13 54285.17556 17.300 0.039
13 54292.23315 17.511 0.040
14 54162.36083 15.024 0.013
14 54164.42713 14.407 0.012
14 54165.45214 14.198 0.011
14 54168.44988 13.818 0.021
14 54169.45780 13.733 0.017
14 54170.36579 13.703 0.013
14 54171.33634 13.694 0.014
14 54172.34126 13.718 0.017
14 54174.41067 13.786 0.011
14 54175.46468 13.848 0.019
14 54176.42008 13.893 0.020
14 54177.37909 13.914 0.021
14 54179.46966 13.987 0.020
14 54185.30468 14.398 0.013
14 54188.28178 14.490 0.013
14 54189.37162 14.488 0.013
14 54190.35477 14.515 0.020
14 54191.45510 14.477 0.023
14 54192.38859 14.485 0.023
14 54197.32847 14.360 0.020
14 54198.26657 14.364 0.021
14 54199.43177 14.338 0.011
14 54199.44808 14.338 0.012
14 54201.32663 14.336 0.013
14 54207.37249 14.675 0.013
14 54208.33628 14.743 0.011
14 54209.41443 14.816 0.012
14 54213.33125 15.055 0.014
14 54214.32216 15.118 0.015
14 54217.25581 15.297 0.020
14 54219.33901 15.351 0.013
14 54221.35062 15.450 0.023
14 54226.39343 15.634 0.035
14 54232.38053 15.870 0.034
14 54234.35238 15.972 0.030
14 54236.33387 16.000 0.033
14 54237.31387 16.062 0.034
14 54239.35455 16.112 0.024
14 54240.35704 16.185 0.030
14 54244.25737 16.298 0.029
14 54244.26527 16.295 0.031
14 54251.34311 16.596 0.040
14 54252.35857 16.638 0.043
14 54253.29984 16.609 0.030
14 54256.26131 16.670 0.025
14 54259.26657 16.811 0.029
14 54260.31067 16.811 0.028
14 54265.28370 16.977 0.027
14 54266.26306 17.017 0.029
14 54267.23350 17.005 0.035
14 54272.21861 17.192 0.026
14 54273.22594 17.204 0.028
14 54278.25911 17.348 0.044
14 54281.18301 17.503 0.041
14 54285.17324 17.570 0.044
14 54290.14448 17.712 0.056
14 54292.23083 17.729 0.045
sn07ai
2 54172.45546 18.238 0.031
2 54172.47307 18.237 0.029
2 54173.49729 18.214 0.027
2 54186.46598 18.867 0.073
2 54187.50696 19.153 0.099
2 54201.43125 20.953 0.394
2 54207.45312 21.312 0.385
2 54208.41879 21.392 0.370
2 54209.46056 21.171 0.398
3 54172.45243 17.799 0.023
3 54172.47007 17.808 0.022
3 54173.49428 17.803 0.021
3 54186.46296 18.234 0.044
3 54187.50394 18.227 0.034
3 54193.48987 18.507 0.067
3 54201.42824 18.888 0.068
3 54207.45009 19.312 0.068
3 54208.41578 19.283 0.077
3 54209.45754 19.304 0.055
3 54227.44273 20.086 0.151
3 54244.32713 20.720 0.212
13 54172.45012 17.649 0.020
13 54172.46777 17.644 0.022
13 54173.49197 17.654 0.020
13 54186.46067 18.033 0.030
13 54187.50163 18.025 0.030
13 54193.44566 18.152 0.033
13 54193.48756 18.178 0.031
13 54201.42593 18.399 0.038
13 54207.44778 18.559 0.039
13 54209.45521 18.675 0.042
13 54220.40142 19.071 0.059
13 54227.44039 19.376 0.076
13 54244.32481 19.859 0.106
14 54172.44781 17.907 0.025
14 54172.46545 17.902 0.031
14 54173.48966 17.896 0.027
14 54186.45836 18.446 0.084
14 54187.49932 18.603 0.055
14 54193.44334 18.515 0.042
14 54193.48523 18.614 0.055
14 54201.42361 18.462 0.037
14 54207.44548 18.460 0.038
14 54208.41116 18.576 0.052
14 54209.45289 18.627 0.041
14 54220.39910 19.049 0.116
14 54227.43809 19.532 0.167
14 54244.32249 20.081 0.137
sn07al
2 54172.23948 17.655 0.020
2 54173.22343 17.750 0.021
2 54178.17910 18.565 0.036
2 54185.25558 19.271 0.096
2 54195.19904 20.110 0.256
2 54198.22131 20.126 0.236
3 54172.23647 16.802 0.012
3 54173.22042 16.797 0.011
3 54178.17608 17.220 0.013
3 54185.25257 17.984 0.036
3 54194.19848 18.466 0.046
3 54198.21831 18.822 0.045
3 54212.17416 19.313 0.066
13 54172.23414 16.629 0.011
13 54173.21810 16.609 0.011
13 54178.17377 16.815 0.016
13 54185.25027 17.580 0.021
13 54194.19617 18.284 0.028
13 54198.21599 18.460 0.030
13 54212.17112 19.270 0.054
14 54172.23183 16.747 0.015
14 54173.21579 16.743 0.014
14 54178.17146 16.850 0.017
14 54185.24795 17.388 0.023
14 54194.19385 18.076 0.032
14 54198.21368 18.336 0.038
14 54212.16811 18.872 0.055
sn07ap
2 54175.50000 15.962 0.033
2 54176.49400 16.055 0.033
2 54185.32872 17.236 0.021
2 54186.47909 17.365 0.021
2 54188.36237 17.545 0.023
2 54191.48056 17.975 0.038
2 54194.32960 18.218 0.047
2 54196.42435 18.362 0.084
2 54197.35170 18.319 0.044
2 54199.47638 18.342 0.044
2 54201.35671 18.528 0.033
2 54207.43844 18.755 0.037
2 54208.38829 18.764 0.048
2 54209.44506 18.734 0.037
2 54216.46213 18.875 0.055
2 54218.46822 19.032 0.092
2 54219.43009 18.879 0.090
2 54220.47028 18.932 0.070
2 54226.45659 19.109 0.132
2 54227.43306 19.076 0.092
2 54232.43846 19.186 0.067
2 54234.43346 19.255 0.069
2 54236.38995 19.222 0.050
2 54237.38182 19.328 0.053
2 54239.41012 19.277 0.076
2 54247.34808 19.365 0.125
2 54256.31909 19.510 0.118
2 54256.38468 19.506 0.140
2 54259.32988 19.487 0.079
2 54260.35066 19.624 0.087
2 54276.26552 19.696 0.153
2 54278.25304 19.702 0.211
3 54175.49700 15.696 0.041
3 54176.49088 15.753 0.015
3 54185.32571 16.359 0.011
3 54186.47607 16.442 0.013
3 54188.35934 16.571 0.016
3 54191.47752 16.816 0.015
3 54193.32609 16.999 0.024
3 54193.47675 17.072 0.028
3 54194.32660 17.108 0.026
3 54196.42062 17.279 0.032
3 54197.34868 17.307 0.020
3 54199.47333 17.410 0.022
3 54201.35369 17.532 0.016
3 54207.43542 17.755 0.016
3 54208.38526 17.771 0.028
3 54209.44205 17.809 0.019
3 54216.45912 18.024 0.026
3 54218.46522 18.097 0.036
3 54219.42708 18.070 0.046
3 54220.38296 18.108 0.048
3 54220.46723 18.190 0.037
3 54221.37407 18.080 0.051
3 54226.45359 18.310 0.055
3 54227.43003 18.388 0.047
3 54229.47115 18.416 0.037
3 54232.43472 18.470 0.032
3 54234.42975 18.564 0.029
3 54236.38624 18.593 0.029
3 54237.37811 18.603 0.033
3 54239.40641 18.704 0.035
3 54240.44043 18.762 0.031
3 54248.19951 18.941 0.080
3 54253.35183 19.123 0.089
3 54256.31537 19.239 0.056
3 54260.34694 19.225 0.049
3 54265.31831 19.360 0.052
3 54267.25702 19.333 0.177
3 54276.26181 19.564 0.095
3 54278.24933 19.829 0.172
3 54278.30275 19.736 0.171
13 54175.49421 15.789 0.012
13 54176.48856 15.907 0.017
13 54185.32339 16.273 0.012
13 54186.47374 16.279 0.013
13 54188.35702 16.336 0.013
13 54191.47521 16.543 0.015
13 54193.32379 16.720 0.016
13 54193.47444 16.750 0.022
13 54194.32428 16.815 0.018
13 54196.41690 17.075 0.024
13 54197.34637 17.057 0.019
13 54199.47101 17.173 0.015
13 54201.35138 17.322 0.019
13 54206.46839 17.506 0.018
13 54209.43973 17.672 0.019
13 54218.46291 18.062 0.027
13 54219.42477 18.083 0.032
13 54220.38064 18.105 0.045
13 54220.46492 18.192 0.048
13 54221.37175 18.092 0.059
13 54226.45126 18.347 0.046
13 54227.42769 18.336 0.043
13 54229.46814 18.461 0.039
13 54232.43169 18.531 0.039
13 54234.42671 18.642 0.046
13 54236.38324 18.690 0.043
13 54237.37509 18.723 0.040
13 54239.40340 18.834 0.042
13 54240.43742 18.920 0.064
13 54240.47349 18.887 0.058
13 54244.34222 19.095 0.069
13 54247.34135 19.106 0.070
13 54248.19650 19.090 0.082
13 54253.34881 19.519 0.144
13 54256.31235 19.607 0.116
13 54259.32314 19.551 0.086
13 54260.34393 19.685 0.120
13 54265.31529 19.883 0.127
13 54266.28704 19.796 0.092
13 54267.25401 19.844 0.212
13 54277.32772 20.129 0.329
13 54278.24631 19.907 0.263
14 54175.49190 16.513 0.015
14 54176.48625 16.635 0.020
14 54185.32106 16.691 0.015
14 54186.47143 16.643 0.018
14 54188.35472 16.611 0.014
14 54191.47289 16.639 0.017
14 54193.32147 16.747 0.018
14 54193.47213 16.762 0.021
14 54194.32197 16.850 0.018
14 54197.34405 17.131 0.021
14 54199.46869 17.321 0.021
14 54201.34906 17.432 0.020
14 54206.46607 17.713 0.030
14 54207.43080 17.719 0.027
14 54208.38062 17.775 0.035
14 54209.43741 17.865 0.028
14 54216.45449 18.184 0.040
14 54218.46060 18.281 0.041
14 54219.42245 18.404 0.048
14 54220.37833 18.326 0.062
14 54220.46262 18.353 0.054
14 54221.36943 18.490 0.068
14 54226.44896 18.633 0.063
14 54227.42538 18.599 0.049
14 54229.46514 18.663 0.057
14 54232.42868 18.842 0.060
14 54234.42371 18.966 0.073
14 54236.38023 18.955 0.054
14 54237.37207 19.183 0.074
14 54239.40036 19.140 0.067
14 54240.43441 19.151 0.086
14 54240.47048 19.076 0.091
14 54244.33920 19.378 0.120
14 54248.19348 19.362 0.124
14 54253.34580 19.565 0.126
14 54256.30934 19.702 0.146
14 54256.37492 19.658 0.132
14 54259.32012 19.768 0.109
14 54260.34093 19.834 0.141
14 54265.31229 20.058 0.161
14 54277.32470 20.523 0.263
sn07ar
2 54178.20610 19.006 0.034
